MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LotConfig,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighborhood_nan,CentralAir_N,CentralAir_Y,CentralAir_nan,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleType_nan
50,3,92.0,7438,1,0,4,5,8,1908,1991,0.0,3,4,2,1,3,3,0,0,504,504,1,936,316,0,1252,0,0,1,0,3,1,3,5,0,5,1986.0,2,2,576,4,104,0,0,0,0,0,0,6,2006,4,127000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
75,4,90.0,22950,1,1,4,10,9,1892,1993,0.0,2,2,0,3,3,2,0,0,1107,1107,1,1518,1518,572,3608,0,0,2,1,4,1,0,12,2,4,1993.0,2,3,840,0,0,260,0,0,410,0,0,6,2006,4,475000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
80,3,69.0,9947,1,0,1,7,5,1990,1991,0.0,3,4,2,2,3,0,611,0,577,1188,1,1217,0,0,1217,1,0,2,0,3,1,2,6,0,5,1990.0,2,2,497,4,168,27,0,0,0,0,0,6,2009,4,173000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,3,60.0,10410,1,3,4,5,7,1916,1987,0.0,3,4,1,1,3,3,0,0,660,660,1,808,704,144,1656,0,0,2,1,3,1,3,8,0,5,1916.0,2,1,180,1,0,0,0,140,0,0,0,8,2009,4,135000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
90,3,64.0,7018,1,3,4,5,5,1979,1979,275.0,3,4,1,2,3,0,1086,0,0,1086,1,1224,0,0,1224,2,0,0,2,2,2,3,6,2,4,1979.0,2,2,528,4,120,0,0,0,0,0,0,6,2009,2,153337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
120,3,41.0,4923,1,3,4,8,5,2001,2002,0.0,2,4,2,0,3,0,1153,0,440,1593,1,1593,0,0,1593,1,0,1,1,0,1,0,5,1,2,2001.0,0,2,682,4,0,120,0,0,224,0,0,8,2008,4,286000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
70,3,70.0,10570,1,3,4,8,8,1932,1994,0.0,2,4,1,2,1,3,297,0,556,853,1,1549,1178,0,2727,0,0,2,1,3,1,2,10,2,4,1932.0,2,2,440,4,0,74,0,0,0,0,0,12,2007,4,315000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,7472,1,0,1,7,9,1972,2004,138.0,3,4,1,3,3,3,626,0,99,725,1,725,754,0,1479,1,0,1,1,4,1,2,7,0,5,1972.0,0,2,484,4,0,32,0,0,0,0,0,6,2007,4,184000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,68.0,9017,1,0,4,7,5,1999,1999,0.0,2,4,2,2,3,0,560,0,871,1431,1,1431,0,0,1431,1,0,2,0,3,1,2,6,0,5,1999.0,0,2,666,4,0,35,0,0,0,0,0,9,2009,4,192000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
160,4,24.0,2522,1,3,4,7,5,2004,2004,50.0,2,4,2,2,3,3,0,0,970,970,1,970,739,0,1709,0,0,2,0,3,1,2,7,0,5,2004.0,2,2,380,4,0,40,0,0,0,0,0,5,2006,4,130000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,60.0,7180,1,0,4,5,7,1972,1972,0.0,3,4,1,3,3,0,390,0,474,864,1,864,0,0,864,0,0,1,0,3,1,3,5,0,5,1989.0,2,1,352,4,0,0,0,0,0,0,0,5,2008,4,127000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
160,3,24.0,2280,1,3,2,6,6,1976,1976,0.0,3,4,1,2,3,3,566,0,289,855,1,855,601,0,1456,0,0,2,1,3,1,3,7,1,4,1976.0,2,2,440,4,87,0,0,0,0,0,0,7,2009,4,148500,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,79.0,9416,1,3,4,7,5,2007,2007,205.0,0,4,2,0,3,3,1126,0,600,1726,1,1726,0,0,1726,1,0,2,0,3,1,0,8,1,2,2007.0,0,3,786,4,171,138,0,0,266,0,0,9,2007,5,311872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
75,3,174.0,25419,1,3,0,8,4,1918,1990,0.0,2,2,2,3,3,3,1036,184,140,1360,1,1360,1360,392,3112,1,1,2,0,4,1,2,8,1,0,1918.0,2,2,795,4,0,16,552,0,0,512,0,3,2006,0,235000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
75,4,92.0,5520,1,3,0,6,6,1912,1950,0.0,3,4,1,3,3,3,0,0,755,755,1,929,929,371,2229,0,0,1,0,5,1,3,8,0,5,1980.0,3,0,0,5,0,198,30,0,0,0,0,7,2009,0,104000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,76.0,9591,1,3,4,8,5,2004,2005,262.0,2,4,2,0,3,0,1088,0,625,1713,1,1713,0,0,1713,1,0,2,0,3,1,0,7,1,2,2004.0,0,3,856,4,0,26,0,0,170,0,0,1,2009,4,274900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,4,80.0,8546,1,3,0,4,5,2003,2004,0.0,3,4,2,2,3,3,0,0,1121,1121,1,1121,0,0,1121,0,0,2,0,2,1,3,5,0,5,2003.0,1,2,440,4,132,64,0,0,0,0,0,3,2010,4,140000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,75.0,10125,1,3,4,6,6,1977,1977,0.0,3,4,1,3,3,3,641,279,276,1196,1,1279,0,0,1279,0,1,2,0,3,1,3,6,2,1,1980.0,2,2,473,4,238,83,0,0,0,0,0,2,2008,4,171500,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,3,50.0,7000,1,3,0,6,6,1924,1950,0.0,3,2,0,1,3,3,617,0,0,617,1,865,445,0,1310,0,0,2,0,2,1,3,6,0,5,1924.0,2,1,398,4,0,0,126,0,0,0,0,5,2006,4,112000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
120,4,69.0,4438,1,3,4,6,5,2004,2004,205.0,2,4,2,2,3,0,662,0,186,848,1,848,0,0,848,1,0,1,0,1,1,2,3,1,2,2004.0,1,2,420,4,149,0,0,0,0,0,0,1,2008,4,149000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,4,50.0,3500,1,3,4,5,7,1947,1950,0.0,3,4,1,3,3,3,312,0,408,720,1,720,564,0,1284,0,0,1,1,2,1,3,5,0,5,1948.0,2,1,240,4,0,35,0,0,0,0,0,4,2009,4,110000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,99.0,11851,1,3,0,7,5,1990,1990,0.0,3,4,2,2,3,3,0,0,1424,1424,1,1442,0,0,1442,0,0,2,0,3,1,3,5,0,5,1990.0,1,2,500,4,0,34,0,508,0,0,0,5,2009,4,180500,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,40.0,13673,1,0,1,5,5,1962,1962,0.0,3,2,1,3,3,3,0,0,1140,1140,1,1696,0,0,1696,0,0,1,1,3,1,3,8,1,4,1962.0,1,1,349,4,0,30,0,0,0,0,0,3,2007,4,143900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,69.0,12493,1,0,4,4,5,1960,1960,0.0,3,4,2,3,3,3,419,306,375,1100,1,1100,0,0,1100,1,0,1,0,3,1,3,6,1,3,1960.0,1,1,312,4,355,0,0,0,0,0,0,4,2008,4,141000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,14364,1,0,4,7,5,1988,1989,128.0,2,4,1,2,3,1,1065,0,92,1157,1,1180,882,0,2062,1,0,2,1,3,1,3,7,1,2,1988.0,0,2,454,4,60,55,0,0,154,0,0,4,2007,4,277000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,75.0,8250,1,3,4,6,7,1964,1964,260.0,3,4,1,2,3,3,787,0,305,1092,1,1092,0,0,1092,1,0,1,0,3,1,3,6,0,5,1964.0,1,2,504,4,0,0,0,0,0,0,0,7,2008,4,145000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,3,67.0,5604,1,3,4,5,6,1925,1950,0.0,3,4,1,3,3,3,468,0,396,864,1,864,0,0,864,1,0,1,0,2,1,3,5,0,5,1980.0,3,0,0,5,0,0,96,0,0,0,0,4,2008,4,98000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20,3,83.0,10420,1,3,0,6,5,2009,2009,0.0,3,4,2,2,3,2,36,0,1176,1212,1,1212,0,0,1212,0,0,2,0,3,1,2,6,0,5,2009.0,1,2,460,4,100,22,0,0,0,0,0,3,2010,4,186000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,1,72.0,8640,1,3,4,7,5,2009,2009,0.0,3,4,2,2,3,3,822,0,78,900,1,932,920,0,1852,1,0,2,1,3,1,2,7,1,4,2009.0,1,2,644,4,168,108,0,0,0,0,0,7,2009,5,252678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
20,3,43.0,13568,1,1,1,5,5,1995,1995,0.0,3,4,2,2,3,3,716,0,274,990,1,990,0,0,990,0,1,1,0,3,1,3,5,0,5,1996.0,2,2,576,4,224,0,0,0,0,0,0,7,2006,4,156000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,10900,1,0,2,6,7,1977,1977,153.0,3,4,1,2,3,3,378,0,311,689,1,689,703,0,1392,0,0,1,1,3,1,3,6,0,5,1977.0,0,1,299,4,0,36,0,0,0,0,450,3,2010,4,161750,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,72.0,10011,1,0,4,5,6,1957,1996,64.0,3,4,1,3,3,3,360,0,710,1070,1,1236,0,0,1236,0,1,1,0,2,1,2,6,1,1,1957.0,2,1,447,4,0,0,0,0,0,0,0,5,2006,4,134450,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,65.0,8450,1,3,4,7,5,2004,2004,266.0,2,4,2,2,3,2,946,0,490,1436,1,1436,0,0,1436,1,0,2,0,3,1,2,8,0,5,2004.0,2,2,484,4,139,98,0,0,0,0,0,4,2008,4,210000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
70,4,57.0,9906,1,3,4,4,4,1925,1950,0.0,3,4,1,3,3,3,0,0,686,686,1,810,518,0,1328,0,0,1,0,3,1,3,8,0,5,1940.0,2,1,210,4,0,172,60,0,0,0,0,9,2006,3,107000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
50,3,69.0,15660,1,0,0,7,9,1939,2006,312.0,2,2,1,3,3,3,341,0,457,798,1,1137,817,0,1954,0,1,1,1,3,1,2,8,2,4,1939.0,2,2,431,4,0,119,150,0,0,0,0,5,2008,4,311500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
120,3,43.0,3010,1,3,4,7,5,2005,2006,16.0,2,4,2,2,3,0,16,0,1232,1248,1,1248,0,0,1248,0,0,2,0,2,1,2,5,0,5,2005.0,0,2,438,4,108,0,0,0,0,0,0,3,2006,5,167240,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
20,3,73.0,8990,1,0,4,7,5,2006,2006,0.0,2,4,2,2,3,2,0,0,1498,1498,1,1498,0,0,1498,0,0,2,0,2,1,2,5,0,5,2006.0,1,2,675,4,351,33,0,0,0,0,0,4,2006,5,204900,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
60,3,69.0,8068,1,0,4,6,5,2002,2002,0.0,2,4,2,2,3,3,0,0,1010,1010,1,1010,1257,0,2267,0,0,2,1,4,1,2,8,1,4,2002.0,1,2,390,4,120,46,0,0,0,0,0,12,2009,4,200000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
60,3,85.0,11475,1,3,4,6,6,1975,1975,0.0,3,4,1,2,3,3,550,0,163,713,1,811,741,0,1552,1,0,2,1,3,1,3,6,1,4,1975.0,1,2,434,4,209,208,0,0,0,0,0,2,2006,4,179900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,70.0,10500,1,3,2,4,6,1971,1971,0.0,3,4,1,3,3,3,524,180,160,864,1,864,0,0,864,0,0,1,0,2,1,3,4,0,5,1989.0,2,2,576,4,216,0,0,0,0,0,0,3,2009,0,97000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,103.0,13472,1,3,4,10,5,2003,2003,922.0,0,4,2,0,3,1,56,0,2336,2392,1,2392,0,0,2392,0,0,2,0,3,1,0,8,1,0,2003.0,0,3,968,4,248,105,0,0,0,0,0,6,2009,4,386250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
160,4,21.0,1680,1,3,4,5,5,1971,1971,142.0,3,4,1,3,3,3,0,0,630,630,1,630,672,0,1302,0,0,2,1,3,1,3,6,0,5,1991.0,2,1,280,4,0,0,0,0,0,0,0,5,2009,0,112000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
60,3,82.0,9950,1,0,4,7,5,1995,1995,290.0,2,4,2,2,3,3,565,0,638,1203,1,1214,1306,0,2520,0,0,2,1,4,1,2,9,1,4,1995.0,1,3,721,4,224,114,0,0,0,0,0,6,2007,0,290000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
160,4,21.0,1869,1,3,4,6,6,1970,1970,127.0,3,4,1,3,3,3,321,0,162,483,1,483,504,0,987,0,0,1,1,2,1,3,5,0,5,1987.0,2,1,280,4,0,0,0,0,0,0,0,9,2008,4,106000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,70.0,8521,1,3,2,5,5,1967,1967,0.0,3,4,1,3,3,3,842,0,70,912,1,912,0,0,912,0,0,1,0,3,1,3,5,1,1,1974.0,2,1,336,4,0,0,0,0,0,0,0,5,2010,4,125000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
120,3,43.0,3182,1,3,4,7,5,2005,2006,16.0,2,4,2,2,3,0,16,0,1357,1373,1,1555,0,0,1555,0,0,2,0,2,1,2,7,1,4,2005.0,0,2,430,4,143,20,0,0,0,0,0,5,2009,4,192500,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,73.0,8760,1,3,4,6,6,1959,1959,220.0,3,4,1,3,3,3,0,0,1194,1194,1,1194,0,0,1194,1,0,1,0,3,1,3,6,0,5,1959.0,1,1,312,4,0,0,120,0,0,0,0,4,2010,4,148000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,174.0,15138,1,0,4,8,5,1995,1996,506.0,2,4,2,2,3,3,689,0,773,1462,1,1490,1304,0,2794,1,0,2,1,4,1,0,9,1,4,1995.0,0,3,810,4,0,146,202,0,0,0,0,7,2009,4,403000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
160,4,21.0,1680,1,3,4,6,5,1972,1972,297.0,3,4,1,3,3,3,0,0,483,483,1,483,504,0,987,0,0,1,1,2,1,3,5,1,3,1972.0,2,1,288,4,0,0,0,0,0,0,0,6,2006,4,94500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,75.0,10650,1,3,0,5,6,1976,1976,0.0,3,4,1,3,1,0,182,712,0,894,1,894,0,0,894,1,0,1,0,3,1,3,5,0,5,1976.0,2,1,308,4,365,0,0,0,0,0,0,2,2010,4,128200,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,7851,1,3,4,6,5,2002,2002,0.0,2,4,2,2,3,3,625,0,235,860,1,860,1100,0,1960,1,0,2,1,4,1,2,8,2,4,2002.0,0,2,440,4,288,48,0,0,0,0,0,5,2010,4,216500,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
160,4,21.0,1680,1,3,4,6,3,1971,1971,604.0,3,4,1,3,3,3,358,0,125,483,1,483,504,0,987,0,0,1,1,2,1,3,5,0,5,1971.0,2,1,264,4,0,0,0,0,0,0,0,8,2008,4,89500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,65.0,8773,1,3,2,7,5,2004,2004,98.0,2,4,2,2,3,0,24,0,1390,1414,1,1414,0,0,1414,0,0,2,0,3,1,2,6,0,5,2004.0,1,2,494,4,132,105,0,0,0,0,0,5,2010,4,185500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,9453,1,0,1,7,7,1993,2003,0.0,2,4,2,2,3,3,402,0,594,996,1,1014,730,0,1744,0,0,2,1,3,1,2,7,0,5,1993.0,1,2,457,4,370,70,0,238,0,0,0,2,2010,4,194500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,93.0,12030,1,3,4,8,5,2007,2007,254.0,0,4,2,0,3,3,0,0,1694,1694,1,1694,0,0,1694,0,0,2,0,3,1,2,7,0,5,2007.0,0,3,818,4,168,228,0,0,0,0,0,12,2007,5,318000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50,3,52.0,8741,1,3,4,6,4,1945,1950,0.0,3,4,1,3,0,3,94,0,641,735,1,798,689,0,1487,0,0,1,1,3,1,3,7,1,2,1949.0,2,1,220,4,0,140,0,0,0,0,0,4,2010,4,113000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,1,75.0,9000,1,3,4,8,5,2008,2008,36.0,2,4,2,2,3,0,1078,0,488,1566,1,1566,0,0,1566,1,0,2,0,3,1,2,7,0,5,2008.0,1,2,750,4,144,168,0,0,0,0,0,4,2010,4,262500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30,4,40.0,3880,1,3,4,5,9,1945,1997,0.0,3,2,1,3,3,3,329,0,357,686,1,866,0,0,866,0,0,1,0,2,1,2,4,0,5,1980.0,3,0,0,5,58,42,0,0,0,0,0,8,2007,4,110500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,4,63.0,5000,1,3,0,5,4,1900,1950,0.0,3,4,0,3,3,3,0,0,540,540,1,889,551,0,1440,0,0,1,0,3,1,3,6,0,5,1940.0,2,1,352,1,0,0,77,0,0,0,0,4,2006,4,79000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
160,3,75.0,10762,1,3,0,6,6,1980,1980,0.0,3,4,1,2,3,3,0,0,626,626,1,626,591,0,1217,0,0,1,1,3,1,3,6,1,4,1980.0,1,1,288,4,0,28,0,0,0,0,0,4,2009,4,120000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,69.0,8880,1,0,4,7,5,1994,2002,0.0,2,4,2,2,3,3,695,0,253,948,1,1222,888,0,2110,1,0,2,1,3,1,2,8,2,1,1994.0,1,2,463,4,0,130,0,0,0,0,0,5,2010,4,205000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
20,3,80.0,10400,1,3,4,7,5,1988,1988,102.0,3,4,1,2,3,0,929,0,916,1845,1,1872,0,0,1872,0,1,2,0,3,1,3,6,1,4,1988.0,0,2,604,4,197,39,0,0,0,0,0,6,2006,4,241500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
190,4,69.0,9142,1,3,4,6,8,1910,1950,0.0,3,1,4,1,3,3,0,0,1020,1020,1,908,1020,0,1928,0,0,2,0,4,2,1,9,0,5,1910.0,2,1,440,3,0,60,112,0,0,0,0,4,2006,4,137000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20,3,75.0,11310,1,3,4,6,5,1954,1954,0.0,3,4,1,3,3,3,0,0,1367,1367,1,1375,0,0,1375,0,0,1,0,2,1,3,5,1,4,1954.0,2,2,451,4,0,30,0,0,0,0,0,6,2006,4,140000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
60,3,72.0,11317,1,3,4,7,5,2003,2003,101.0,2,4,2,2,3,3,0,0,840,840,1,840,828,0,1668,0,0,2,1,3,1,2,8,0,5,2003.0,1,2,500,4,144,68,0,0,0,0,0,9,2007,4,180000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50,3,69.0,159000,1,1,1,6,7,1958,2006,472.0,2,4,1,2,3,1,697,0,747,1444,1,1444,700,0,2144,0,1,2,0,4,1,2,7,2,4,1958.0,0,2,389,4,0,98,0,0,0,0,500,6,2007,4,277000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
